Format: Number of successful Messages (say n<=8), Burst #, offset_1, delay_1, ... , offset_n, delay_n, offset for minimum delay, minimum delay
8,1,-0.00327182,0.000386824,-0.00330565,0.000354505,-0.00328381,0.000363557,-0.00326496,0.000349435,-0.00329627,0.000391838,-0.00330777,0.000363621,-0.00328902,0.000328075,-0.00328902,0.000328075
8,2,-0.00327337,0.00034467,-0.00327668,0.000385048,-0.00327754,0.000333765,-0.00328876,0.000428242,-0.00327316,0.000338045,-0.00328019,0.000425295,-0.00325265,0.000353033,-0.00327754,0.000333765
8,3,-0.00328793,0.000377296,-0.0032525,0.000431226,-0.00329995,0.00035057,-0.00326511,0.000401783,-0.00329289,0.00037358,-0.00327149,0.00041815,-0.00326216,0.000447043,-0.00329995,0.00035057
8,4,-0.00327426,0.000412993,-0.00328978,0.000319395,-0.00330331,0.000418952,-0.00332144,0.000370487,-0.00329085,0.000359711,-0.00323332,0.000472102,-0.00324885,0.000459877,-0.00328978,0.000319395
8,5,-0.00330925,0.000367655,-0.00327891,0.000351686,-0.00330163,0.000374733,-0.00331185,0.000392775,-0.00329411,0.000322513,-0.00331412,0.000380837,-0.0033014,0.00037132,-0.00329411,0.000322513
8,6,-0.00328868,0.000452714,-0.00330034,0.000361852,-0.00328733,0.000414797,-0.00333567,0.000469347,-0.00331116,0.000291965,-0.00330418,0.000403378,-0.00326651,0.000455747,-0.00331116,0.000291965
8,7,-0.00328515,0.000388004,-0.00327215,0.000364152,-0.00329387,0.000320281,-0.00330884,0.000329016,-0.00331789,0.000393983,-0.00330431,0.000375884,-0.00330592,0.000361707,-0.00329387,0.000320281
8,8,-0.00328319,0.000471754,-0.00330871,0.000446617,-0.00327389,0.000325261,-0.00331157,0.000410007,-0.0033028,0.000420363,-0.00325907,0.000393009,-0.00326188,0.000456409,-0.00327389,0.000325261
8,9,-0.00327924,0.00048238,-0.00331337,0.000369879,-0.00323603,0.000518135,-0.00328204,0.000360516,-0.00326414,0.000447253,-0.00327483,0.00036483,-0.00330511,0.000418374,-0.00328204,0.000360516
8,10,-0.00324519,0.000426877,-0.00328113,0.000358173,-0.00331395,0.000435705,-0.00327113,0.000364955,-0.00330477,0.000377903,-0.00322247,0.000502552,-0.00325555,0.000400943,-0.00328113,0.000358173
8,11,-0.00327868,0.000356081,-0.00326376,0.000375533,-0.00327857,0.000329756,-0.00327277,0.000412491,-0.00323707,0.000436692,-0.0032881,0.000383176,-0.00329447,0.000326095,-0.00329447,0.000326095
8,12,-0.0032859,0.000395443,-0.00323072,0.00038406,-0.0032764,0.000379499,-0.00326431,0.000321474,-0.00324819,0.000374887,-0.00324454,0.000447736,-0.00329004,0.000368536,-0.00326431,0.000321474
8,13,-0.0032733,0.000330723,-0.00325956,0.000367226,-0.0032826,0.000295552,-0.00325194,0.000314271,-0.00326738,0.000395867,-0.00326608,0.000293216,-0.00326069,0.000381171,-0.00326608,0.000293216
8,14,-0.00331908,0.000456634,-0.00323836,0.000370037,-0.00331892,0.000446259,-0.00326057,0.00034393,-0.00326191,0.00035771,-0.00326879,0.000356263,-0.00324629,0.000445187,-0.00326057,0.00034393
8,15,-0.00325232,0.00040865,-0.00328167,0.000371004,-0.00327365,0.000344029,-0.00324626,0.000387142,-0.00330625,0.000381415,-0.00326692,0.000450154,-0.00326389,0.000446422,-0.00327365,0.000344029
